,storeId,url,additionalAttributes,breadcrumbs,id,predicted_lables
257,23,http://www.walmart.com/ip/11070113,"Screen Format=Widescreen;Format=BD;Starring=Patrick Wilson, Billy Crudup, Mathew Goode, Jeffrey Dean Morgan, Jackie Earle Haley, Malin Akerman, Carla Gugino;Audio Tracks=AC, Dolby Digital 5.1;Language=English;Studio Name=Warner Home Video;BD Release Date=12/30/2010;Run Time (in minutes)=186 minutes",movies & tv > blu-ray > sci-fi & fantasy,8589934849,videos
259,,,, health  >  home health care  >  scrubs ,8589934851,rest
260,,,, home & garden  >  home decor  >  area rugs  >  round oval square ,8589934852,rest
261,,,,target > clothing > women's clothing > plus size clothing > plus size swimsuits > one-piece,8589934853,rest
262,26,https://www.overstock.com/Books-Movies-Music-Games/Diagnosing-the-Philippine-Economy-Hardcover/4021673/product.html,Format=Hardcover;Copyright Year=2009;Publisher Date=2009-07-01 00:00:00.0;Pages=343;Subtitle=Toward Inclusive Growth;Audience=College/higher education;Thickness=1.25 in;Language=English;Height=9.0 in;Unit weight=1.5 lb;Wdth=6.25 in;Publisher=Anthem Pr;Country of Origin=United States;Genre=BUSINESS & ECONOMICS / Development / Economic Development,books & media > books > business & money books > general business,8589934854,books
263,,,,target > clothing > women's clothing > pants > chinos & trousers,8589934855,rest
266,,,, clothing & shoes  >  men's clothing  >  shirts  >  casual shirts ,8589934858,rest
268,,,,electronics > cameras & camcorders > camera accessories > memory card readers,8589934860,rest
269,24,https://www.amazon.com/dp/B0109ODL8Y?psc=1,"Format=Multiple Formats, Color, Widescreen, NTSC;Run Time=113 minutes;Number of discs=1;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;DVD Release Date=October 6, 2015;Language=English;Average Customer Review=3.9 out of 5 stars 3,394 customer reviews;Studio=ANCHOR BAY;ASIN=B0109ODL8Y;Amazon Best Sellers Rank=#68,840 in Movies & TV See Top 100 in Movies & TV #2969 in Movies & TV > DVD > Horror #5036 in Movies & TV > DVD > Romance #7461 in Movies & TV > DVD > Mystery & Thrillers;Actors=Josh Hutcherson, Benicio Del Toro, Claudia Traisac;Directors=Andrea Di Stefano;Rated=R Restricted",movies & tv > dvd > horror,8589934861,videos
270,,,,target > home > bedding > sheets & pillowcases,8589934862,rest
271,,,, jewelry & watches  >  jewelry  >  fashion jewelry  >  fashion earrings ,8589934863,rest
272,,,,target > clothing ways to shop,8589934864,rest
273,,,,best buy > home > toys games & hobbies > games puzzles & cards > puzzles,8589934865,rest
274,,,,best buy > computers & tablets > computer cards & components > gpus video graphics cards > pci graphics cards,8589934866,rest
275,,,,best buy > audio > home audio > speakers > in-wall & in-ceiling speakers > in-ceiling speakers,8589934867,rest
276,,,,target > clothing > men's clothing > shorts,8589934868,rest
277,,,,target > clothing > women's clothing > plus size clothing > intimates,8589934869,rest
280,22,http://www.target.com/p/the-best-of-the-sir-douglas-quintet-sundazed-beat-rocket/-/A-15566352,"Store Item Number (DPCI)=244-39-1014;Pop Musical Style=Rock & Roll, Tex-Mex;Origin=Made in the USA or Imported;Record label=SUNDAZED MUSIC INC.;UPC=090771012319;Software Format=Vinyl;Pop Music Genre=Latin;Pop Sub-Genre=Mexican, Rock & Roll/Roots;Artist=The Sir Douglas Quintet;TCIN=15566352","target > movies, music & books > music > latin",8589934872,music
282,,,,computers & tablets > desktop & all-in-one computers > refurbished desktops,8589934874,rest
283,,,,tools & home improvement > lighting & ceiling fans > ceiling lights > track lighting > pendants,8589934875,rest
284,,,, jewelry & watches  >  jewelry  >  men's jewelry  >  men's rings ,8589934876,rest
286,,,,home & kitchen > artwork > posters & prints,8589934878,rest
288,,,,target > home > dining & entertaining > linens & towels,8589934880,rest
289,,,,best buy > audio > home audio > receivers & amplifiers > receivers,8589934881,rest
290,,,,home goods > art gallery > print art > unframed prints,8589934882,rest
291,,,,target > clothing > women's clothing > activewear > sports bras > high impact,8589934883,rest
293,22,http://www.target.com/p/roger-sayer-classic-organ-music-from-rochester-cathedral-cd/-/A-52016199,"Store Item Number (DPCI)=244-52-4121;Origin=Made in the USA or Imported;Classical Music Genre=Orchestral;Record label=Imports;UPC=794638034826;Street Date=November 4, 2016;Software Format=CD;Artist=Roger Sayer;TCIN=52016199","target > movies, music & books > music > classical",8589934885,music
294,,,,best buy > appliances > heating cooling & air quality > humidifiers,8589934886,rest
295,,,, home  >  decor  >  art & wall decor  >  wall decor ,8589934887,rest
296,,,,target > clothing > boys' clothing > tops > shirts & polos,8589934888,rest
297,,,,home & kitchen > furniture > living room furniture > chairs,8589934889,rest
298,,,, online shopping  >  bed & bath  >  bedding  >  duvet covers ,8589934890,rest
300,,,,home > decor > art & wall decor > metal wall art,8589934892,rest
301,,,,clothing shoes & jewelry > women > shoes > sandals,8589934893,rest
302,23,http://www.walmart.com/ip/33430797,Format=Paperback;Number of Pages=127;ISBN-13=9781621065920;Publish Date=Jun 2014;ISBN-10=1621065928;Publisher=Pgw,books > cooking food & wine > general,8589934894,books
304,,,,home & kitchen > kitchen & dining > dining & entertaining > glassware & drinkware > tumblers,8589934896,rest
305,,,, sports & outdoors  >  team sports  >  golf  >  golf clothing ,8589934897,rest
306,22,http://www.target.com/p/the-classic-recordings-1960-1962/-/A-17291429,Store Item Number (DPCI)=244-03-5008;Origin=Made in the USA or Imported;Record label=ENLIGHTENMENT;UPC=823564647425;Software Format=CD;Pop Music Genre=Jazz;Artist=Wes Montgomery;TCIN=17291429,"target > movies, music & books > music > jazz",8589934898,music
307,,,,best buy > appliances > appliance parts & accessories > air purifier filters & parts,8589934899,rest
308,,,,best buy > office > office & school supplies > printer ink & toner > toner,8589934900,rest
309,,,,clothing shoes & jewelry > women > shoes > athletic > women's > trail running,8589934901,rest
310,,,,best buy > cell phones > cell phone accessories > iphone accessories > iphone cases,8589934902,rest
311,,,, crafts & sewing  >  art supplies  >  painting  >  decorative painting ,8589934903,rest
312,,,,clothing shoes & jewelry > novelty & more > clothing > novelty > women > tops & tees > t-shirts,8589934904,rest
313,,,,industrial & scientific > professional dental supplies > apparel gloves & personal protective gear > professional apparel > women's medical clothing > scrub bottoms,8589934905,rest
315,,,,target > clothing > women's clothing > intimates > panties > thong,8589934907,rest
316,,,, crafts & sewing  >  scrapbooking  >  embellishments  >  other embellishments ,8589934908,rest
317,,,,best buy > office > office & school supplies > desk supplies & fasteners,8589934909,rest
318,23,https://www.walmart.com/ip/Harry-Potter-And-The-Prisoner-Of-Azkaban-Blu-ray-Widescreen/10751611?selected=true#Bd#Widescreen,"format=bd;Movie Genre=Blu-Ray - FANTASY;Duration=142;screen_format=widescreen;Director=Alfonso Cuaron;Release Date=11/19/2007;Brand=Warner Brothers;Actors=Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Gary Oldman, Alan Rickman, Maggie Smith, Michael Gambon",movies & tv > harry potter,8589934910,videos
319,,,,best buy > appliances > microwaves > all microwaves,8589934911,rest
320,,,,best buy > appliances > washers & dryers > dryers > electric dryers,8589934912,rest
322,,,,home improvement > kitchen renovation > kitchen fixtures and materials > kitchen sinks,8589934914,rest
323,,,, online shopping  >  clothing & shoes  >  shoes  >  boys' shoes  >  loafers ,8589934915,rest
324,,,,"target > sports, fitness & outdoors > fan shop > collectibles, toys & games",8589934916,rest
325,,,,target > clothing > girls' clothing > toddler girls' (2t-5t) > dresses & rompers,8589934917,rest
326,22,http://www.target.com/p/aladdin-sane-40th-anniversary/-/A-14552928,"Store Item Number (DPCI)=244-27-3060;Pop Musical Style=Glam Rock, Hard Rock, Album Rock, Proto-Punk, Experimental Rock;Origin=Made in the USA or Imported;Record label=PARLOPHONE (WEA);UPC=603497912186;Software Format=CD;Pop Sub-Genre=Pop/Rock, Art-Rock/Experimental, Hard Rock;TCIN=14552928","target > movies, music & books > music > pop",8589934918,music
327,,,, unassigned  >  unassigned shelf ,8589934919,books
329,22,http://www.target.com/p/the-anthropology-of-complex-economic-systems-reprint-paperback/-/A-50312131,"Number of Pages=323;Store Item Number (DPCI)=248-05-4151;Origin=Made in the USA or Imported;ISBN=9781498520553;Edition=Reprint;Language=english;Author=Niccolo Leo Caldararo;TCIN=50312131;Genre=Social Science, Business + Money Management;Sub-Genre=Economic Conditions, Anthropology / General;Book format=paperback","target > movies, music & books > books > see more genres > business & law",8589934921,books
330,,,,target > clothing > women's clothing > swimsuits > coverups,8589934922,rest
331,,,,target > baby > nursery > baby bedding > crib liners,8589934923,rest
332,,,,health > vitamins > vitamins,8589934924,rest
335,,,, online shopping  >  home & garden  >  home decor  >  area rugs  >  3x5 - 4x6 rugs ,8589934927,rest
337,,,, worldstock fair trade  >  garden & patio  >  garden decor  >  garden accents ,8589934929,rest
338,,,,"target > clothing > women's clothing > sleepwear, pajamas & robes > bottoms",8589934930,rest
340,,,,best buy > computers & tablets > computer accessories & peripherals > computer speakers,8589934932,rest
341,,,,clothing shoes & jewelry > shoe jewelry & watch accessories > loose gemstones,8589934933,rest
342,,,, online shopping  >  jewelry & watches  >  jewelry  >  rings  >  diamond rings ,8589934934,rest
343,22,http://www.target.com/p/hallows-eve/-/A-14729451,"Movie Genre=Horror;Store Item Number (DPCI)=246-10-0080;Origin=Made in the USA or Imported;UPC=741952753599;Movie Studio=Sony Pictures Home Entertainmt;Movie Picture Format=widescreen;Language=english;MPAA Rating=NR;Movie MPAA Rating=nr;Software Format=dvd_video;Movie Category=Feature, Feature;TCIN=14729451;Subtitle Language=english","target > movies, music & books > movies > horror",8589934935,videos
344,,,,industrial & scientific > occupational health & safety products > safety signs & signals > signs,8589934936,rest
345,,,,sports & outdoors > sports & fitness > exercise & fitness > strength training equipment > home gyms,8589934937,rest
346,,,,home > appliances > vacuums & floor care > vacuum bags & accessories,8589934938,rest
347,,,,jewelry > fine jewelry > fine earrings,8589934939,rest
348,,,, clothing & shoes  >  shoes  >  women's shoes  >  flats ,8589934940,rest
349,,,, home & garden  >  art gallery  >  sea & shore  >  canvas ,8589934941,rest
351,,,,baby > baby clothing > neutral > neutral bodysuits,8589934943,rest
352,,,,home & kitchen > home dÌ©cor > home dÌ©cor accents > decorative accessories > decorative boxes,8589934944,rest
354,,,,sports & outdoors > sports fan shop > outdoor living fan shop > outdoor decor fan shop,8589934946,rest
355,,,,target > accessories > jewelry,8589934947,rest
356,,,,health & household > health care > diabetes care,8589934948,rest
357,,,,industrial & scientific > industrial electrical > controls & indicators > industrial switches > foot switches,8589934949,rest
360,,,,target > home > home d?cor > rugs > accent rugs,8589934952,rest
361,,,,office electronics > printers & accessories > printer parts & accessories > printer transfer belts rollers & units > printer transfer rollers,8589934953,rest
362,,,,tools & home improvement > hardware > cabinet hardware > pulls,8589934954,rest
363,,,, home  >  bedding  >  quilts & bedspreads ,8589934955,rest
364,26,https://www.overstock.com/Books-Movies-Music-Games/Jane-Austen-The-Chawton-Letters-Hardcover/14543002/product.html,"Format=Hardcover;Publisher Date=2017-11-15 00:00:00.0;Pages=128;Subtitle=The Chawton Letters;Audience=General/trade;Language=English;Height=7.25 in;Wdth=4.5 in;Authors=Sutherland, Kathryn;Publisher=Bodleian Library;Country of Origin=United States;Genre=LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",books & media > books > fiction books > literary criticism,8589934956,books
365,,,,target > clothing > women's clothing > tops,8589934957,rest
366,,,, clothing & shoes  >  men's clothing  >  suits & suit separates  >  suits ,8589934958,rest
367,,,,clothing & shoe store > men's clothing store > shirts > casual shirts,8589934959,rest
368,,,, online shopping  >  clothing & shoes  >  women's clothing  >  swimwear  >  one-piece swimwear ,8589934960,rest
369,23,http://www.walmart.com/ip/9903991,"Screen Format=Widescreen;Rating=Not Rated;Format=DVD;Starring=Kip Pardue, Eddie Kaye Thomas, Josh Cooke, Marisa Coughlan;Audio Tracks=AC, Dolby Digital 5.1;DVD Release Date=08/05/2008;Language=English;Studio Name=Cinedigm;Run Time (in minutes)=96 minutes",movies & tv > movies > drama > urban dramas,8589934961,videos
370,,,,clothing shoes & jewelry > luggage & travel gear > backpacks > kids' backpacks,8589934962,rest
371,,,,best buy > office > printers ink & toner > all printers > all-in-one printers,8589934963,rest
372,,,,best buy > computers & tablets > computer accessories & peripherals > hard drives & storage > solid state drives,8589934964,rest
373,23,https://www.walmart.com/ip/The-American-Bird-Conservancy-Guide-to-Bird-Conservation/14145137,"Number of Pages=446;Original Languages=English;ISBN-13=9780226647272;Publication Date=November, 2010;Author=Parr, Mike ,? Fenwick, George H. ,? Lebbin, Daniel J.;ISBN-10=0226647277;Publisher=Univ of Chicago Pr",books > textbooks > scientific disciplines,8589934965,books
374,22,https://www.target.com/p/graybar-hotel-stories-hardcover-curtis-dawkins/-/A-52500728,"Number of Pages=210;Store Item Number (DPCI)=248-46-3640;ISBN=9781501162299;Street Date=July 4, 2017;Language=english;Author=Curtis Dawkins;TCIN=52500728;Genre=Fiction + Literature Genres;Book format=hardcover","target > movies, music & books > books > fiction & literature",8589934966,books
